Modified Julian Date	Stock Value
54567	457.45
54566	469.08
54565	464.19
54564	467.81
54563	476.82
54560	471.09
54559	455.12
54558	465.7
54557	465.71
54556	440.47
54553	438.08
54552	444.08
54551	458.19
54550	450.78
54549	460.56
54545	433.55
54544	432
54543	439.16
54542	419.87
54539	437.92
54538	443.01
54537	440.18
54536	439.84
54535	413.62
54532	433.35
54531	432.7
54530	447.7
54529	444.6
54528	457.02
54525	471.18
54524	475.39
54523	472.86
54522	464.19
54521	486.44
54518	507.8
54517	502.86
54516	509
54515	508.95
54511	529.64
54510	532.25
54509	534.62
54508	518.09
54507	521.16
54504	516.69
54503	504.95
54502	501.71
54501	506.8
54500	495.43
54497	515.9
54496	564.3
54495	548.27
54494	550.52
54493	555.98
54490	566.4
54489	574.49
54488	548.62
54487	584.35
54483	600.25
54482	600.79
54481	615.95
54480	637.65
54479	653.82
54476	638.25
54475	646.73
54474	653.2
54473	631.68
54472	649.25
54469	657
54468	685.33
54467	685.19
54465	691.48
54462	702.53
54461	700.74
54460	710.84
54458	700.73
54455	696.69
54454	689.69
54453	677.37
54452	673.35
54451	669.23
54448	689.96
54447	694.05
54446	699.35
54445	699.2
54444	718.42
54441	714.87
54440	715.26
54439	698.51
54438	684.16
54437	681.53
54434	693
54433	697
54432	692.26
54431	673.57
54430	666
54427	676.7
54425	660.52
54424	648.54
54423	625.85
54420	633.63
54419	629.65
54418	641.68
54417	660.55
54416	632.07
54413	663.97
54412	693.84
54411	732.94
54410	741.79
54409	725.65
54406	711.25
54405	703.21
54404	707
54403	694.77
54402	679.23
54399	674.6
54398	668.51
54397	675.82
54396	675.77
54395	650.75
54392	644.71
54391	639.62
54390	633.48
54389	616
54388	620.11
54385	637.39
54384	622
54383	625.39
54382	615.18
54381	609.62
54378	594.05
54377	579.03
54376	584.02
54375	584.39
54374	582.55
54371	567.27
54370	567.5
54369	568.16
54368	569
54367	568.02
54364	560.1
54363	552.83
54362	546.85
54361	535.27
54360	525.3
54357	528.75
54356	524.78
54355	522.65
54354	521.33
54353	514.48
54350	519.35
54349	523.52
54348	527.8
54347	525.15
54343	515.25
54342	511.4
54341	512.88
54340	506.4
54339	513.26
54336	515
54335	512.19
54334	512.75
54333	506.61
54332	497.92
54329	500.04
54328	491.52
54327	497.55
54326	508.6
54325	515.5
54322	515.75
54321	514.73
54320	525.78
54319	516.02
54318	510
54315	503
54314	511.01
54313	512.94
54312	510
54311	516.11
54308	511.89
54307	508
54306	509.76
54305	514
54304	512.51
54301	520.12
54300	548.59
54299	549.5
54298	555
54297	552.99
54294	552.16
54293	545.33
54292	544.47
54291	543.34
54290	542.56
54287	539.4
54286	541.63
54284	534.34
54283	530.38
54280	522.7
54279	525.01
54278	526.29
54277	530.26
54276	527.42
54273	524.98
54272	514.11
54271	509.97
54270	514.31
54269	515.2
54266	505.89
54265	502.84
54264	505.24
54263	504.77
54262	511.34
54259	515.49
54258	515.06
54257	518.25
54256	518.84
54255	507.07
54252	500.4
54251	497.91
54250	498.6
54249	487.11
54245	483.52
54244	474.33
54243	473.97
54242	475.86
54241	470.6
54238	470.32
54237	470.96
54236	472.61
54235	458
54234	461.78
54231	466.74
54230	461.47
54229	469.25
54228	466.81
54227	467.27
54224	471.12
54223	473.23
54222	465.78
54221	469
54220	471.38
54217	479.01
54216	481.18
54215	477.99
54214	477.53
54213	479.08
54210	482.48
54209	471.65
54208	476.01
54207	472.8
54206	474.27
54203	466.29
54202	467.39
54201	464.53
54200	466.5
54199	468.21
54195	471.51
54194	471.02
54193	472.6
54192	458.53
54189	458.16
54188	460.92
54187	461.88
54186	463.62
54185	465
54182	461.83
54181	462.04
54180	456.55
54179	445.28
54178	447.23
54175	440.85
54174	446.19
54173	448
54172	443.03
54171	454.75
54168	452.96
54167	454.72
54166	455.64
54165	457.55
54164	440.95
54161	438.68
54160	448.23
54159	449.45
54158	448.77
54157	464.93
54154	470.62
54153	475.85
54152	475.86
54151	472.1
54147	469.94
54146	461.47
54145	465.93
54144	459.1
54143	458.29
54140	461.89
54139	471.03
54138	470.01
54137	471.48
54136	467.16
54133	481.5
54132	481.75
54131	501.5
54130	494.32
54129	492.47
54126	495.84
54125	488.09
54124	499.07
54123	479.05
54122	480.84
54119	489.75
54118	487.83
54117	497.28
54116	504.28
54112	505
54111	499.72
54110	489.46
54109	485.5
54108	483.58
54105	487.19
54104	483.26
54103	467.59
54098	460.48
54097	462.56
54096	468.03
54095	457.53
54091	455.58
54090	456.2
54089	462.9
54088	468.63
54087	462.8
54084	480.3
54083	482.12
54082	478.99
54081	481.78
54080	483.93
54077	484.11
54076	482.64
54075	488.71
54074	487
54073	484.85
54070	480.8
54069	484.81
54068	484.65
54067	489.5
54066	484.75
54063	505
54061	508.01
54060	509.65
54059	495.05
54056	498.79
54055	495.9
54054	491.93
54053	489.3
54052	481.03
54049	473.55
54048	472.63
54047	475
54046	472.57
54045	476.95
54042	471.8
54041	469.91
54040	467.5
54039	476.39
54038	476.57
54035	475.2
54034	485.1
54033	486.6
54032	473.31
54031	480.78
54028	459.67
54027	426.06
54026	419.31
54025	420.64
54024	421.75
54021	427.3
54020	427.44
54019	426.5
54018	426.65
54017	429
54014	420.5
54013	411.81
54012	415.7
54011	404.04
54010	401.44
54007	401.9
54006	403.58
54005	402.92
54004	406.87
54003	403.98
54000	403.78
53999	406.85
53998	397
53997	403.81
53996	414.69
53993	409.88
53992	403.98
53991	406.57
53990	391.9
53989	384.09
53986	377.85
53985	378.49
53984	380.14
53983	384.36
53979	378.6
53978	378.53
53977	380.75
53976	378.95
53975	380.95
53972	373.26
53971	373.73
53970	373.43
53969	378.29
53968	377.3
53965	383.36
53964	385.8
53963	387.72
53962	380.97
53961	369.43
53958	368.5
53957	374.2
53956	376.94
53955	381
53954	377.95
53951	373.85
53950	375.39
53949	367.23
53948	375.51
53947	386.6
53944	388.12
53943	382.4
53942	385.5
53941	389.36
53940	390.9
53937	390.11
53936	387.12
53935	399
53934	403.05
53933	407.89
53930	403.5
53929	408.83
53928	417.25
53927	424.56
53926	418.2
53923	420.45
53922	423.19
53921	421.46
53919	423.2
53916	419.33
53915	417.81
53914	406.11
53913	402.32
53912	404.22
53909	404.86
53908	399.95
53907	402.13
53906	387.17
53905	388.14
53902	390.7
53901	391
53900	384.39
53899	386.52
53898	381.54
53895	386.57
53894	393.3
53893	386.51
53892	389.99
53891	374.44
53888	379.44
53887	382.62
53886	371.82
53885	371.94
53881	381.35
53880	382.99
53879	381.25
53878	375.58
53877	370.95
53874	370.02
53873	370.99
53872	374.5
53871	371.3
53870	376.2
53867	374.13
53866	387
53865	402.98
53864	408.8
53863	394.78
53860	394.3
53859	394.75
53858	394.17
53857	394.8
53856	398.9
53853	417.94
53852	420.03
53851	425.97
53850	427.16
53849	440.5
53846	437.1
53845	415
53844	410.5
53843	404.24
53842	406.82
53838	402.16
53837	408.95
53836	409.66
53835	416.38
53832	406.16
53831	411.18
53830	407.99
53829	404.34
53828	389.7
53825	390
53824	388.44
53823	394.98
53822	377.2
53821	369.69
53818	365.8
53817	341.89
53816	340.22
53815	339.92
53814	348.19
53811	339.79
53810	338.77
53809	344.5
53808	351.16
53807	337.06
53804	337.5
53803	343
53802	353.88
53801	364.45
53800	368.1
53797	378.18
53796	376.45
53795	364.8
53794	362.62
53793	390.38
53790	377.4
53789	378.07
53788	365.49
53787	366.59
53783	368.75
53782	366.46
53781	342.38
53780	343.32
53779	345.7
53776	362.61
53775	358.77
53774	369.08
53773	367.92
53772	385.1
53769	381.55
53768	396.04
53767	401.78
53766	432.66
53765	426.82
53762	433.49
53761	434.27
53760	433
53759	443.03
53758	427.5
53755	399.46
53754	436.45
53753	444.91
53752	467.11
53748	466.25
53747	463.63
53746	471.63
53745	469.76
53744	466.9
53741	465.66
53740	451.24
53739	445.24
53738	435.23
53734	414.86
53733	420.15
53732	426.69
53731	424.64
53727	430.93
53726	432.04
53725	426.33
53724	429.74
53723	424.6
53720	430.15
53719	422.55
53718	418.96
53717	417.49
53716	412.61
53713	409.2
53712	410.65
53711	404.22
53710	404.54
53709	405.85
53706	417.7
53705	414.09
53704	404.91
53703	403.54
53702	423.48
53699	428.62
53697	422.86
53696	416.47
53695	409.36
53692	400.21
53691	403.45
53690	398.15
53689	392.8
53688	396.97
53685	390.4
53684	391.1
53683	379.15
53682	389.9
53681	395.03
53678	390.43
53677	385.95
53676	379.68
53675	379.38
53674	372.14
53671	358.17
53670	353.06
53669	355.44
53668	346.91
53667	348.65
53664	339.9
53663	303.2
53662	308.7
53661	303.28
53660	305
53657	296.14
53656	297.44
53655	300.97
53654	306.1
53653	310.65
53650	312.99
53649	312.75
53648	310.71
53647	311
53646	318.68
53643	316.46
53642	309.62
53641	306
53640	313.94
53639	314.28
53636	315.36
53635	311.37
53634	311.9
53633	307.91
53632	303.79
53629	300.2
53628	302.62
53627	303
53626	311.68
53625	309.74
53622	299.09
53621	295.39
53620	294.87
53619	287.11
53615	288.45
53614	286.25
53613	286
53612	287.27
53611	288.45
53608	283.58
53607	282.59
53606	282.57
53605	279.58
53604	274.01
53601	280
53600	279.99
53599	285.1
53598	285.65
53597	284
53594	289.72
53593	284.05
53592	285.68
53591	291.57
53590	291.25
53587	292.35
53586	297.73
53585	297.3
53584	299.19
53583	291.61
53580	287.76
53579	293.5
53578	296.93
53577	296.09
53576	295.85
53573	302.4
53572	313.94
53571	312
53570	309.9
53569	299.54
53566	301.19
53565	300.89
53564	298.86
53563	291.78
53562	293.35
53559	296.23
53558	295.54
53557	291.52
53556	295.71
53552	291.25
53551	294.15
53550	292.72
53549	302
53548	304.1
53545	297.25
53544	289.71
53543	289.3
53542	287.84
53541	286.7
53538	280.3
53537	277.44
53536	274.8
53535	278.35
53534	282.75
53531	282.5
53530	286.31
53529	279.56
53528	293.12
53527	290.94
53524	280.26
53523	287.9
53522	288
53521	277.27
53517	266
53516	259.2
53515	260.81
53514	256
53513	255.45
53510	241.61
53509	239.18
53508	239.16
53507	233.13
53506	231.05
53503	229.24
53502	228.72
53501	231.29
53500	227.8
53499	226.02
53496	228.02
53495	226.98
53494	228.5
53493	226.19
53492	222.29
53489	220
53488	219.45
53487	219.78
53486	218.75
53485	223.53
53482	215.81
53481	204.22
53480	198.1
53479	191.4
53478	186.97
53475	185
53474	191.45
53473	192.93
53472	193.96
53471	193.23
53468	192.05
53467	193.76
53466	189.22
53465	188.57
53464	185.29
53461	180.04
53460	180.51
53459	180.45
53458	179.57
53457	181.42
53453	179.25
53452	178.98
53451	178.6
53450	180.88
53447	180.04
53446	179.29
53445	175.6
53444	178.61
53443	174.99
53440	177.8
53439	179.98
53438	181.35
53437	185.2
53436	188.81
53433	185.9
53432	187.01
53431	185.18
53430	186.06
53429	187.99
53426	185.87
53425	188.89
53424	193.95
53423	191.37
53419	197.95
53418	197.9
53417	198.41
53416	195.23
53415	192.99
53412	187.4
53411	187.98
53410	191.58
53409	198.64
53408	196.03
53405	204.36
53404	210.86
53403	205.96
53402	191.9
53401	195.62
53398	190.34
53397	188.08
53396	189.24
53395	177.12
53394	180.72
53391	188.28
53390	193.92
53389	197.3
53388	203.9
53384	199.97
53383	195.33
53382	195.38
53381	193.54
53380	195.06
53377	193.85
53376	188.55
53375	193.51
53374	194.5
53373	202.71
53370	192.79
53369	197.6
53368	192.9
53367	192.76
53366	191.91
53362	187.9
53361	186.3
53360	183.75
53359	185.02
53356	180.08
53355	176.47
53354	179.78
53353	178.69
53352	170.45
53349	171.65
53348	173.43
53347	169.98
53346	171.43
53345	176.29
53342	180.4
53341	179.4
53340	179.96
53339	181.98
53338	181.05
53335	179.39
53333	174.76
53332	167.52
53331	165.1
53328	169.4
53327	167.54
53326	172.5
53325	172.54
53324	184.87
53321	182
53320	183.02
53319	167.86
53318	168.7
53317	172.55
53314	169.35
53313	184.7
53312	191.67
53311	194.87
53310	196.03
53307	190.64
53306	193.3
53305	185.97
53304	181.8
53303	187.4
53300	172.43
53299	149.38
53298	140.49
53297	147.94
53296	149.16
53293	144.11
53292	142
53291	140.9
53290	137.4
53289	135.26
53286	137.73
53285	138.85
53284	137.08
53283	138.37
53282	135.06
53279	132.58
53278	129.6
53277	131.08
53276	126.86
53275	118.26
53272	119.83
53271	120.82
53270	118.38
53269	117.84
53268	119.36
53265	117.49
53264	113.97
53263	112
53262	111.49
53261	107.5
53258	105.33
53257	102.31
53256	102.3
53255	101.58
53251	100.01
53250	101.51
53249	100.25
53248	102.37
53247	102.01
53244	106.15
53243	107.91
53242	106
53241	104.87
53240	109.4
53237	108.31
53236	100.34
